timestamp,test_suite,predicted_induced_state,three_sec_predicted_induced_state,predicted_induced_state_confidence,three_sec_predicted_induced_state_confidence,top_three_features
1626276117000000,Provisional-Test-025,channelized,channelized,[0.146 0.146 0.188 0.147 0.227 0.146],[0.146 0.146 0.188 0.147 0.227 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276118000000,Provisional-Test-025,channelized,channelized,[0.144 0.145 0.184 0.144 0.241 0.142],[0.144 0.145 0.184 0.144 0.241 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276119000000,Provisional-Test-025,channelized,channelized,[0.146 0.144 0.185 0.144 0.239 0.143],[0.146 0.144 0.185 0.144 0.239 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276120000000,Provisional-Test-025,channelized,channelized,[0.144 0.144 0.187 0.144 0.238 0.143],[0.144 0.144 0.187 0.144 0.238 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276121000000,Provisional-Test-025,channelized,channelized,[0.132 0.132 0.172 0.132 0.301 0.131],[0.132 0.132 0.172 0.132 0.301 0.131],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276122000000,Provisional-Test-025,channelized,channelized,[0.145 0.145 0.189 0.145 0.233 0.144],[0.145 0.145 0.189 0.145 0.233 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276123000000,Provisional-Test-025,channelized,channelized,[0.142 0.142 0.191 0.143 0.240 0.141],[0.142 0.142 0.191 0.143 0.240 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276124000000,Provisional-Test-025,channelized,channelized,[0.142 0.142 0.191 0.142 0.243 0.141],[0.142 0.142 0.191 0.142 0.243 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276125000000,Provisional-Test-025,channelized,channelized,[0.145 0.144 0.194 0.145 0.230 0.143],[0.145 0.144 0.194 0.145 0.230 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276126000000,Provisional-Test-025,channelized,channelized,[0.142 0.141 0.190 0.142 0.246 0.140],[0.142 0.141 0.190 0.142 0.246 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276127000000,Provisional-Test-025,channelized,channelized,[0.141 0.141 0.190 0.142 0.246 0.140],[0.141 0.141 0.190 0.142 0.246 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276128000000,Provisional-Test-025,channelized,channelized,[0.132 0.128 0.173 0.131 0.309 0.127],[0.132 0.128 0.173 0.131 0.309 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276129000000,Provisional-Test-025,channelized,channelized,[0.141 0.141 0.190 0.142 0.245 0.141],[0.141 0.141 0.190 0.142 0.245 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276130000000,Provisional-Test-025,channelized,channelized,[0.143 0.143 0.193 0.144 0.236 0.142],[0.143 0.143 0.193 0.144 0.236 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276131000000,Provisional-Test-025,channelized,channelized,[0.129 0.128 0.176 0.129 0.310 0.128],[0.129 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276132000000,Provisional-Test-025,channelized,channelized,[0.130 0.128 0.175 0.131 0.308 0.127],[0.130 0.128 0.175 0.131 0.308 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276133000000,Provisional-Test-025,channelized,channelized,[0.129 0.128 0.176 0.129 0.310 0.128],[0.129 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276134000000,Provisional-Test-025,channelized,channelized,[0.129 0.128 0.176 0.129 0.310 0.128],[0.129 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276135000000,Provisional-Test-025,channelized,channelized,[0.128 0.128 0.176 0.129 0.310 0.128],[0.128 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276136000000,Provisional-Test-025,channelized,channelized,[0.142 0.141 0.194 0.142 0.241 0.141],[0.142 0.141 0.194 0.142 0.241 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276137000000,Provisional-Test-025,channelized,channelized,[0.142 0.142 0.194 0.142 0.239 0.141],[0.142 0.142 0.194 0.142 0.239 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276138000000,Provisional-Test-025,channelized,channelized,[0.131 0.129 0.176 0.129 0.308 0.127],[0.131 0.129 0.176 0.129 0.308 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276139000000,Provisional-Test-025,channelized,channelized,[0.129 0.128 0.176 0.129 0.309 0.128],[0.129 0.128 0.176 0.129 0.309 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276140000000,Provisional-Test-025,channelized,channelized,[0.142 0.142 0.196 0.143 0.234 0.142],[0.142 0.142 0.196 0.143 0.234 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276141000000,Provisional-Test-025,channelized,channelized,[0.144 0.145 0.198 0.145 0.224 0.144],[0.144 0.145 0.198 0.145 0.224 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276142000000,Provisional-Test-025,channelized,channelized,[0.156 0.139 0.191 0.140 0.237 0.138],[0.156 0.139 0.191 0.140 0.237 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276143000000,Provisional-Test-025,channelized,channelized,[0.152 0.141 0.194 0.144 0.228 0.141],[0.152 0.141 0.194 0.144 0.228 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276144000000,Provisional-Test-025,channelized,channelized,[0.129 0.128 0.176 0.129 0.310 0.128],[0.129 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276145000000,Provisional-Test-025,channelized,channelized,[0.128 0.128 0.176 0.129 0.310 0.128],[0.128 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276146000000,Provisional-Test-025,channelized,channelized,[0.129 0.128 0.176 0.129 0.310 0.128],[0.129 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276147000000,Provisional-Test-025,channelized,channelized,[0.138 0.127 0.175 0.128 0.307 0.127],[0.138 0.127 0.175 0.128 0.307 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276148000000,Provisional-Test-025,channelized,channelized,[0.128 0.128 0.176 0.129 0.310 0.128],[0.128 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276149000000,Provisional-Test-025,channelized,channelized,[0.143 0.143 0.195 0.143 0.234 0.142],[0.143 0.143 0.195 0.143 0.234 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276150000000,Provisional-Test-025,channelized,channelized,[0.145 0.144 0.195 0.146 0.226 0.144],[0.145 0.144 0.195 0.146 0.226 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276151000000,Provisional-Test-025,channelized,channelized,[0.143 0.143 0.193 0.144 0.234 0.143],[0.143 0.143 0.193 0.144 0.234 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276152000000,Provisional-Test-025,channelized,channelized,[0.143 0.143 0.193 0.144 0.234 0.143],[0.143 0.143 0.193 0.144 0.234 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276153000000,Provisional-Test-025,channelized,channelized,[0.157 0.145 0.180 0.146 0.227 0.145],[0.157 0.145 0.180 0.146 0.227 0.145],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276154000000,Provisional-Test-025,channelized,channelized,[0.147 0.144 0.178 0.145 0.243 0.143],[0.147 0.144 0.178 0.145 0.243 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276155000000,Provisional-Test-025,channelized,channelized,[0.132 0.131 0.161 0.131 0.314 0.130],[0.132 0.131 0.161 0.131 0.314 0.130],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276156000000,Provisional-Test-025,channelized,channelized,[0.131 0.130 0.162 0.132 0.315 0.130],[0.131 0.130 0.162 0.132 0.315 0.130],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276157000000,Provisional-Test-025,channelized,channelized,[0.129 0.129 0.174 0.130 0.311 0.128],[0.129 0.129 0.174 0.130 0.311 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276158000000,Provisional-Test-025,channelized,channelized,[0.128 0.128 0.176 0.129 0.310 0.128],[0.128 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276159000000,Provisional-Test-025,channelized,channelized,[0.128 0.128 0.176 0.129 0.310 0.128],[0.128 0.128 0.176 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276160000000,Provisional-Test-025,channelized,channelized,[0.142 0.142 0.191 0.142 0.241 0.141],[0.142 0.142 0.191 0.142 0.241 0.141],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276161000000,Provisional-Test-025,channelized,channelized,[0.128 0.131 0.174 0.129 0.310 0.128],[0.128 0.131 0.174 0.129 0.310 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276162000000,Provisional-Test-025,channelized,channelized,[0.130 0.131 0.172 0.131 0.308 0.127],[0.130 0.131 0.172 0.131 0.308 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276163000000,Provisional-Test-025,channelized,channelized,[0.130 0.134 0.176 0.131 0.298 0.130],[0.130 0.134 0.176 0.131 0.298 0.130],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276164000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.173 0.129 0.309 0.128],[0.129 0.132 0.173 0.129 0.309 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276165000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.173 0.129 0.309 0.128],[0.129 0.132 0.173 0.129 0.309 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276166000000,Provisional-Test-025,channelized,channelized,[0.130 0.132 0.173 0.129 0.309 0.128],[0.130 0.132 0.173 0.129 0.309 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276167000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.173 0.129 0.309 0.128],[0.129 0.132 0.173 0.129 0.309 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276168000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.175 0.128 0.308 0.127],[0.129 0.132 0.175 0.128 0.308 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276169000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.175 0.128 0.308 0.127],[0.129 0.132 0.175 0.128 0.308 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276170000000,Provisional-Test-025,channelized,channelized,[0.130 0.132 0.173 0.129 0.309 0.128],[0.130 0.132 0.173 0.129 0.309 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276171000000,Provisional-Test-025,channelized,channelized,[0.141 0.144 0.191 0.140 0.244 0.139],[0.141 0.144 0.191 0.140 0.244 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276172000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.175 0.128 0.308 0.127],[0.129 0.132 0.175 0.128 0.308 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276173000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.175 0.128 0.308 0.127],[0.129 0.132 0.175 0.128 0.308 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276174000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.173 0.129 0.309 0.128],[0.129 0.132 0.173 0.129 0.309 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276175000000,Provisional-Test-025,channelized,channelized,[0.129 0.132 0.173 0.129 0.309 0.128],[0.129 0.132 0.173 0.129 0.309 0.128],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276176000000,Provisional-Test-025,channelized,channelized,[0.142 0.145 0.192 0.141 0.240 0.140],[0.142 0.145 0.192 0.141 0.240 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276177000000,Provisional-Test-025,channelized,channelized,[0.130 0.132 0.175 0.128 0.308 0.127],[0.130 0.132 0.175 0.128 0.308 0.127],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276618000000,Provisional-Test-025,low,low,[0.253 0.149 0.150 0.149 0.149 0.149],[0.253 0.149 0.150 0.149 0.149 0.149],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276619000000,Provisional-Test-025,low,low,[0.212 0.155 0.157 0.156 0.164 0.155],[0.212 0.155 0.157 0.156 0.164 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276620000000,Provisional-Test-025,low,low,[0.226 0.155 0.156 0.154 0.154 0.154],[0.226 0.155 0.156 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276621000000,Provisional-Test-025,low,low,[0.223 0.155 0.157 0.155 0.155 0.155],[0.223 0.155 0.157 0.155 0.155 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276622000000,Provisional-Test-025,low,low,[0.221 0.155 0.158 0.155 0.155 0.155],[0.221 0.155 0.158 0.155 0.155 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276623000000,Provisional-Test-025,low,low,[0.217 0.157 0.158 0.156 0.156 0.156],[0.217 0.157 0.158 0.156 0.156 0.156],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276624000000,Provisional-Test-025,low,low,[0.186 0.163 0.165 0.162 0.162 0.162],[0.186 0.163 0.165 0.162 0.162 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276625000000,Provisional-Test-025,low,low,[0.207 0.157 0.158 0.157 0.164 0.157],[0.207 0.157 0.158 0.157 0.164 0.157],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276626000000,Provisional-Test-025,low,low,[0.228 0.154 0.154 0.154 0.155 0.154],[0.228 0.154 0.154 0.154 0.155 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276627000000,Provisional-Test-025,low,low,[0.233 0.153 0.153 0.153 0.154 0.153],[0.233 0.153 0.153 0.153 0.154 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276628000000,Provisional-Test-025,low,low,[0.221 0.155 0.156 0.153 0.162 0.153],[0.221 0.155 0.156 0.153 0.162 0.153],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276629000000,Provisional-Test-025,low,low,[0.219 0.156 0.158 0.156 0.156 0.155],[0.219 0.156 0.158 0.156 0.156 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276630000000,Provisional-Test-025,low,low,[0.211 0.156 0.158 0.156 0.164 0.155],[0.211 0.156 0.158 0.156 0.164 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276631000000,Provisional-Test-025,low,low,[0.208 0.158 0.159 0.158 0.158 0.158],[0.208 0.158 0.159 0.158 0.158 0.158],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276632000000,Provisional-Test-025,low,low,[0.174 0.165 0.166 0.166 0.165 0.165],[0.174 0.165 0.166 0.166 0.165 0.165],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276633000000,Provisional-Test-025,low,low,[0.189 0.162 0.162 0.162 0.163 0.162],[0.189 0.162 0.162 0.162 0.163 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276634000000,Provisional-Test-025,low,low,[0.188 0.162 0.162 0.162 0.163 0.162],[0.188 0.162 0.162 0.162 0.163 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276635000000,Provisional-Test-025,low,low,[0.199 0.170 0.158 0.158 0.158 0.157],[0.199 0.170 0.158 0.158 0.158 0.157],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276636000000,Provisional-Test-025,low,low,[0.190 0.172 0.160 0.159 0.160 0.159],[0.190 0.172 0.160 0.159 0.160 0.159],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276637000000,Provisional-Test-025,low,low,[0.186 0.173 0.161 0.160 0.160 0.160],[0.186 0.173 0.161 0.160 0.160 0.160],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276638000000,Provisional-Test-025,low,low,[0.188 0.172 0.160 0.160 0.160 0.160],[0.188 0.172 0.160 0.160 0.160 0.160],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276639000000,Provisional-Test-025,low,low,[0.202 0.170 0.157 0.157 0.157 0.157],[0.202 0.170 0.157 0.157 0.157 0.157],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276640000000,Provisional-Test-025,low,low,[0.176 0.175 0.162 0.162 0.162 0.162],[0.176 0.175 0.162 0.162 0.162 0.162],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276641000000,Provisional-Test-025,low,low,[0.207 0.168 0.156 0.155 0.159 0.155],[0.207 0.168 0.156 0.155 0.159 0.155],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276642000000,Provisional-Test-025,low,low,[0.217 0.166 0.154 0.154 0.154 0.154],[0.217 0.166 0.154 0.154 0.154 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276643000000,Provisional-Test-025,low,low,[0.215 0.164 0.162 0.153 0.155 0.152],[0.215 0.164 0.162 0.153 0.155 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276644000000,Provisional-Test-025,low,low,[0.287 0.149 0.148 0.138 0.139 0.138],[0.287 0.149 0.148 0.138 0.139 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276645000000,Provisional-Test-025,low,low,[0.281 0.151 0.149 0.140 0.140 0.140],[0.281 0.151 0.149 0.140 0.140 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276646000000,Provisional-Test-025,low,low,[0.282 0.150 0.148 0.139 0.143 0.139],[0.282 0.150 0.148 0.139 0.143 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276647000000,Provisional-Test-025,low,low,[0.284 0.149 0.148 0.139 0.142 0.138],[0.284 0.149 0.148 0.139 0.142 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276648000000,Provisional-Test-025,low,low,[0.274 0.151 0.150 0.140 0.144 0.140],[0.274 0.151 0.150 0.140 0.144 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276649000000,Provisional-Test-025,low,low,[0.284 0.149 0.148 0.138 0.142 0.138],[0.284 0.149 0.148 0.138 0.142 0.138],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276650000000,Provisional-Test-025,low,low,[0.273 0.153 0.152 0.140 0.141 0.140],[0.273 0.153 0.152 0.140 0.141 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276651000000,Provisional-Test-025,low,low,[0.260 0.155 0.155 0.143 0.144 0.143],[0.260 0.155 0.155 0.143 0.144 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276652000000,Provisional-Test-025,low,low,[0.261 0.155 0.155 0.143 0.143 0.143],[0.261 0.155 0.155 0.143 0.143 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276653000000,Provisional-Test-025,low,low,[0.257 0.156 0.155 0.143 0.145 0.143],[0.257 0.156 0.155 0.143 0.145 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276654000000,Provisional-Test-025,low,low,[0.252 0.155 0.154 0.145 0.152 0.142],[0.252 0.155 0.154 0.145 0.152 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276655000000,Provisional-Test-025,low,low,[0.274 0.153 0.152 0.140 0.141 0.140],[0.274 0.153 0.152 0.140 0.141 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276656000000,Provisional-Test-025,low,low,[0.278 0.152 0.151 0.140 0.140 0.139],[0.278 0.152 0.151 0.140 0.140 0.139],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276657000000,Provisional-Test-025,low,low,[0.274 0.153 0.152 0.140 0.141 0.140],[0.274 0.153 0.152 0.140 0.141 0.140],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276658000000,Provisional-Test-025,low,low,[0.256 0.157 0.156 0.144 0.144 0.144],[0.256 0.157 0.156 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276659000000,Provisional-Test-025,low,low,[0.243 0.159 0.159 0.146 0.146 0.146],[0.243 0.159 0.159 0.146 0.146 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276660000000,Provisional-Test-025,low,low,[0.247 0.158 0.156 0.147 0.146 0.146],[0.247 0.158 0.156 0.147 0.146 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276661000000,Provisional-Test-025,low,low,[0.245 0.159 0.156 0.147 0.147 0.146],[0.245 0.159 0.156 0.147 0.147 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276662000000,Provisional-Test-025,low,low,[0.244 0.159 0.156 0.146 0.150 0.146],[0.244 0.159 0.156 0.146 0.150 0.146],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276663000000,Provisional-Test-025,low,low,[0.238 0.155 0.181 0.142 0.143 0.142],[0.238 0.155 0.181 0.142 0.143 0.142],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276664000000,Provisional-Test-025,low,low,[0.238 0.155 0.174 0.143 0.147 0.143],[0.238 0.155 0.174 0.143 0.147 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276665000000,Provisional-Test-025,low,low,[0.242 0.154 0.173 0.143 0.146 0.143],[0.242 0.154 0.173 0.143 0.146 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276666000000,Provisional-Test-025,low,low,[0.239 0.155 0.174 0.143 0.145 0.143],[0.239 0.155 0.174 0.143 0.145 0.143],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276667000000,Provisional-Test-025,low,low,[0.239 0.155 0.174 0.144 0.144 0.144],[0.239 0.155 0.174 0.144 0.144 0.144],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276668000000,Provisional-Test-025,high,high,[0.182 0.167 0.188 0.155 0.155 0.154],[0.182 0.167 0.188 0.155 0.155 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276669000000,Provisional-Test-025,high,high,[0.183 0.167 0.187 0.154 0.155 0.154],[0.183 0.167 0.187 0.154 0.155 0.154],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
1626276670000000,Provisional-Test-025,high,high,[0.180 0.165 0.197 0.153 0.153 0.152],[0.180 0.165 0.197 0.153 0.153 0.152],['LooxidLink_EEG_A4' 'LooxidLink_EEG_FP1' 'LooxidLink_EEG_A3']
